Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1764868497.2752495,-4,-5,1,1,4,-2,-3,1,REST
1764868497.2903337,2,-7,-6,-1,-1,0,-1,2,REST
1764868497.303803,-3,-1,0,-1,6,-4,-1,-1,REST
1764868497.3126159,-4,4,-1,3,2,3,6,2,REST
1764868497.3261156,-5,-5,-2,-3,-3,0,-1,-4,REST
1764868497.3351874,-3,-1,2,0,-5,-2,4,1,REST
1764868497.3501577,1,-1,3,2,-3,-4,4,1,REST
1764868497.3637984,3,1,-2,0,0,2,6,1,REST
1764868497.3727226,1,-3,-1,-5,-2,-3,-3,-4,REST
1764868497.39518,-2,0,-2,1,-4,-1,0,2,REST
1764868497.410045,-8,0,-4,-4,-6,-2,-5,-6,REST
1764868497.4237468,-2,-2,-4,-2,-2,0,-2,1,REST
1764868497.4326952,-2,-1,-5,-2,-3,-4,-3,1,REST
1764868497.4462705,-1,6,3,3,4,2,5,-1,REST
1764868497.4552727,1,-1,0,0,1,-1,-1,-3,REST
1764868497.470198,-1,1,1,-1,2,-3,-3,0,REST
1764868497.4837337,-1,-6,-4,-3,-7,-5,-2,-4,REST
1764868497.492659,-1,-2,3,-2,-2,0,2,-2,REST
1764868497.5061119,0,0,-1,-1,-10,-4,1,-3,REST
1764868497.51523,-4,6,0,1,0,-1,1,-1,REST
1764868497.5300612,3,0,-1,3,1,4,-3,-2,REST
1764868497.5525582,2,0,0,-1,3,0,3,1,REST
1764868497.5662262,2,2,-2,-6,1,0,-3,-2,REST
1764868497.5751407,-1,-2,-1,-3,-2,2,-1,-2,REST
1764868497.5899932,-1,-4,-3,-2,-4,-4,-5,1,REST
1764868497.6038263,-4,-7,2,-2,3,-2,-7,-1,REST
