Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1764868517.1641402,4,-1,1,0,0,3,1,1,TRIPOD
1764868517.1796756,-2,-6,0,-1,4,-3,-2,0,TRIPOD
1764868517.1865911,-3,7,0,1,-1,3,2,3,TRIPOD
1764868517.2029662,-5,-3,-1,-1,-2,4,-1,1,TRIPOD
1764868517.217308,2,2,-3,2,3,0,0,-2,TRIPOD
1764868517.2240694,-5,-4,2,1,-6,-8,-2,-3,TRIPOD
1764868517.2396677,1,-4,1,1,-1,2,3,0,TRIPOD
1764868517.246469,0,-3,-4,1,5,1,0,0,TRIPOD
1764868517.2628465,-4,0,1,-3,-3,-4,-2,-2,TRIPOD
1764868517.2772048,-4,-5,-4,0,-8,1,-3,-1,TRIPOD
1764868517.2838812,-3,3,-1,-6,0,0,-1,1,TRIPOD
1764868517.2996416,-2,2,-1,-3,-1,-1,3,-1,TRIPOD
1764868517.3064914,1,-1,-4,-3,-7,-1,-1,0,TRIPOD
1764868517.322898,2,3,0,0,-3,0,-2,-1,TRIPOD
1764868517.3371892,0,4,-1,-3,-4,-2,-5,2,TRIPOD
1764868517.344046,3,-6,-1,-2,-1,-2,-4,-2,TRIPOD
1764868517.3596632,0,1,-1,0,5,0,2,-2,TRIPOD
1764868517.3665001,1,2,4,10,8,2,5,2,TRIPOD
1764868517.3828518,1,0,-4,-2,1,-4,1,-3,TRIPOD
1764868517.3970745,-2,-3,3,-3,1,5,-2,2,TRIPOD
1764868517.4038723,-2,-3,-7,-4,-2,-2,-1,-4,TRIPOD
1764868517.4196506,2,4,1,4,2,1,1,1,TRIPOD
1764868517.4265227,-3,2,-2,1,-1,2,-5,-2,TRIPOD
1764868517.442806,2,-2,-3,-1,-8,0,2,-3,TRIPOD
1764868517.4571178,1,-1,-3,-7,-3,0,-3,-1,TRIPOD
1764868517.4640493,3,0,4,1,2,3,-2,-3,TRIPOD
1764868517.4796987,-1,-6,-1,0,-7,-1,-3,4,TRIPOD
1764868517.4864821,1,1,0,2,-1,1,1,2,TRIPOD
1764868517.5028431,-4,2,1,-1,1,-3,-1,-3,TRIPOD
1764868517.5171714,0,-2,0,0,2,1,0,-2,TRIPOD
1764868517.523975,-5,-2,-3,-4,-2,-5,-4,0,TRIPOD
1764868517.539676,2,1,2,6,11,1,0,3,TRIPOD
1764868517.5464482,3,0,3,-1,-2,-4,-1,-5,TRIPOD
1764868517.5628226,-1,-1,-5,-1,-11,-4,-2,-4,TRIPOD
1764868517.57715,-1,2,-2,0,6,-3,2,-1,TRIPOD
1764868517.5840461,1,7,2,0,-3,1,-1,2,TRIPOD
1764868517.5996928,-4,-2,-3,-2,0,-2,-3,-2,TRIPOD
1764868517.606521,-6,-1,-7,-3,-3,-1,0,1,TRIPOD
1764868517.622813,-2,3,5,0,3,2,6,1,TRIPOD
1764868517.637164,1,-6,-3,-3,1,0,-1,0,TRIPOD
1764868517.6515262,-1,0,-4,-10,-10,-3,-5,3,TRIPOD
1764868517.6596026,-8,-8,-3,-4,-1,-2,-3,0,TRIPOD
1764868517.6664457,1,-3,-7,0,8,0,0,-3,TRIPOD
1764868517.6828072,0,-1,-4,0,-1,-3,-1,-5,TRIPOD
1764868517.6964467,0,0,1,0,-2,-3,-1,2,TRIPOD
1764868517.7054553,2,-4,0,1,0,-1,1,-5,TRIPOD
1764868517.7197022,3,9,3,-1,0,0,-3,-2,TRIPOD
1764868517.7264469,0,-3,-8,-4,-9,0,1,-1,TRIPOD
1764868517.7430134,4,-1,-5,-4,-6,-2,1,-4,TRIPOD
1764868517.756566,1,0,-4,1,3,2,2,2,TRIPOD
1764868517.7715716,-1,4,7,1,-2,2,3,2,TRIPOD
1764868517.7798026,-3,-10,-4,-6,-8,-4,-5,-3,TRIPOD
1764868517.7866092,-1,2,-1,-1,-2,-7,0,-2,TRIPOD
1764868517.8029454,-2,-2,-2,4,-2,2,-5,4,TRIPOD
1764868517.8164694,3,3,2,-2,2,-3,0,0,TRIPOD
1764868517.8254738,-1,-4,0,2,0,3,-5,-3,TRIPOD
1764868517.8395798,-1,1,-2,2,-2,2,0,1,TRIPOD
1764868517.8463988,1,0,-3,-6,-8,-3,2,-2,TRIPOD
1764868517.8628106,-3,-5,-2,-3,0,3,0,0,TRIPOD
1764868517.8765514,0,-5,2,2,-1,-3,-2,-1,TRIPOD
1764868517.8854668,-1,-1,-8,-3,-1,-3,-1,2,TRIPOD
1764868517.8997076,0,1,3,-3,-3,0,-2,-3,TRIPOD
1764868517.906592,-5,-4,-4,0,-5,0,-2,-1,TRIPOD
1764868517.9236248,-4,4,1,1,1,3,6,-2,TRIPOD
1764868517.9365523,0,-2,0,-5,3,-3,-1,2,TRIPOD
1764868517.9456236,-1,-2,0,0,4,0,-3,4,TRIPOD
1764868517.959702,0,-6,-2,-1,2,-3,-2,-2,TRIPOD
1764868517.966572,4,0,4,6,9,4,1,3,TRIPOD
1764868517.9828115,1,-4,-5,0,-2,-5,-3,-1,TRIPOD
1764868517.99649,1,-1,-1,0,-1,-1,5,2,TRIPOD
1764868518.0054786,-6,4,-2,-8,-8,-7,-1,-1,TRIPOD
1764868518.0196395,-1,1,4,3,5,2,-3,0,TRIPOD
1764868518.0265172,-1,-6,-1,-4,-3,-1,0,-1,TRIPOD
1764868518.0421894,-2,0,0,1,6,-1,-1,1,TRIPOD
1764868518.0490448,4,0,-2,0,-1,1,-1,-2,TRIPOD
1764868518.056488,-2,-2,1,-1,-2,0,-5,-1,TRIPOD
1764868518.0653317,-4,3,0,6,1,7,4,0,TRIPOD
1764868518.0803723,-3,-4,-4,-1,1,-2,-2,-2,TRIPOD
1764868518.0864909,-1,-1,-2,-1,0,-4,1,2,TRIPOD
1764868518.1021948,-3,-1,-2,-10,-12,-3,-3,-2,TRIPOD
1764868518.109034,-5,-4,-4,0,5,-5,-6,-3,TRIPOD
1764868518.1254416,2,2,1,-1,4,0,-1,-2,TRIPOD
1764868518.1397746,-4,6,-1,-2,-2,-2,2,0,TRIPOD
1764868518.1464944,-4,0,0,5,10,1,4,1,TRIPOD
1764868518.1623452,-2,-4,-3,-5,-11,-1,-3,-2,TRIPOD
1764868518.1690702,5,0,0,0,3,4,1,1,TRIPOD
1764868518.1861353,0,0,3,1,1,-5,0,-1,TRIPOD
1764868518.2002375,-3,-4,-2,-3,0,1,0,0,TRIPOD
1764868518.2080567,1,-2,-3,-2,0,0,-1,1,TRIPOD
1764868518.2221878,2,0,2,0,-1,2,-1,-1,TRIPOD
1764868518.229173,0,0,-4,-4,0,-5,-1,2,TRIPOD
1764868518.2454426,3,3,-3,1,-4,0,-3,-2,TRIPOD
1764868518.2597888,-2,-4,-4,-2,-4,-3,-3,1,TRIPOD
1764868518.2665935,2,-2,-3,0,4,-2,-1,1,TRIPOD
1764868518.2821825,-1,-2,-6,-1,7,-4,0,-2,TRIPOD
1764868518.2888622,1,-2,4,-3,-9,-1,-3,-5,TRIPOD
1764868518.3055334,2,-2,1,-2,-2,0,3,1,TRIPOD
1764868518.3194108,1,-2,0,2,2,1,-1,4,TRIPOD
1764868518.3280356,-5,2,0,1,-5,-5,1,0,TRIPOD
1764868518.3421848,-5,-2,0,-5,0,0,-2,1,TRIPOD
1764868518.3490071,2,3,-2,0,-9,2,3,-4,TRIPOD
1764868518.3654077,1,0,-6,-5,-4,1,-3,-1,TRIPOD
1764868518.3797457,-1,1,0,3,-4,-3,-2,-1,TRIPOD
1764868518.3865535,0,-5,-6,-3,-1,0,1,-1,TRIPOD
1764868518.4022245,1,-3,0,0,2,2,0,-5,TRIPOD
1764868518.408982,-5,-3,3,-2,0,-3,-5,-1,TRIPOD
1764868518.4253886,1,2,3,3,6,0,-3,-3,TRIPOD
1764868518.439878,-1,1,-1,-1,-4,-1,1,0,TRIPOD
1764868518.4465597,3,-1,2,1,-2,-3,-1,1,TRIPOD
1764868518.462203,-3,-5,-2,-4,-12,-4,-3,-5,TRIPOD
1764868518.4690642,0,1,4,4,5,-1,2,2,TRIPOD
1764868518.4855754,-1,-7,0,-3,-2,1,-1,-1,TRIPOD
1764868518.499706,2,4,1,0,4,-3,0,0,TRIPOD
1764868518.5064795,-3,3,-2,-5,-4,2,-2,-5,TRIPOD
1764868518.5221143,-2,1,1,-1,-6,-2,4,-3,TRIPOD
1764868518.5291972,7,1,1,-1,-6,1,-3,-3,TRIPOD
1764868518.5453348,-2,2,-1,-3,-2,-1,-2,-3,TRIPOD
1764868518.5598557,-3,-1,-2,2,4,1,0,-2,TRIPOD
1764868518.566447,-4,-1,-1,-4,1,0,-4,0,TRIPOD
1764868518.582162,2,-4,0,-3,-3,-1,-1,-1,TRIPOD
1764868518.5889533,4,-2,-3,-3,-2,2,-2,-5,TRIPOD
1764868518.6052399,3,2,-2,1,-6,-1,-1,2,TRIPOD
1764868518.6189368,0,0,-2,3,4,3,1,0,TRIPOD
1764868518.628024,-3,3,-2,6,4,-4,-3,-1,TRIPOD
1764868518.6421807,-1,-2,-4,-2,-6,-2,-1,0,TRIPOD
1764868518.649027,-3,-3,3,-2,-6,6,2,-1,TRIPOD
1764868518.6654716,-1,0,-1,-6,-3,-2,-1,0,TRIPOD
1764868518.6791465,3,1,0,4,-1,0,-1,-3,TRIPOD
1764868518.6881359,3,-1,-4,-2,-6,-1,-6,2,TRIPOD
1764868518.702269,-2,4,4,0,4,1,-4,1,TRIPOD
1764868518.709066,-1,-3,-8,-6,-2,0,2,-4,TRIPOD
1764868518.7253726,4,1,2,0,1,2,3,1,TRIPOD
1764868518.7390752,-2,-3,-5,-1,-2,-3,0,1,TRIPOD
1764868518.7481487,2,5,-3,6,7,0,1,-2,TRIPOD
1764868518.7621896,-2,-3,-5,4,5,-3,-1,-2,TRIPOD
1764868518.7691433,-2,-2,2,-7,-2,-5,4,-2,TRIPOD
1764868518.7854028,-3,-6,3,-4,0,0,-1,-3,TRIPOD
1764868518.7990432,-1,2,1,2,-3,3,-3,3,TRIPOD
1764868518.8080359,-2,1,-1,-1,-10,-3,-2,0,TRIPOD
1764868518.8221874,4,1,-2,-1,-2,-6,-3,0,TRIPOD
1764868518.8290696,-6,0,0,0,-2,-2,-1,-1,TRIPOD
1764868518.8452833,0,-3,-3,1,2,0,-1,-2,TRIPOD
1764868518.859709,-2,-2,-2,2,-3,-1,2,-1,TRIPOD
1764868518.8681512,-1,0,-5,-1,0,-2,2,1,TRIPOD
1764868518.8822358,-4,0,0,-1,5,-2,-1,0,TRIPOD
1764868518.8890378,0,0,-2,-4,-5,-1,-1,-1,TRIPOD
1764868518.9054797,2,2,4,-4,-1,5,-3,0,TRIPOD
1764868518.919063,0,-3,-2,-4,-3,-1,3,0,TRIPOD
1764868518.9280398,-3,-6,5,0,-4,-5,-6,3,TRIPOD
1764868518.942119,-2,-2,-2,-7,-2,-2,-2,-6,TRIPOD
1764868518.9489415,0,3,3,-2,-3,-3,3,1,TRIPOD
1764868518.9652658,-2,-3,-5,-3,-5,-6,-3,0,TRIPOD
1764868518.9790442,5,3,-1,1,4,5,4,-3,TRIPOD
1764868518.9881065,-4,-3,-5,-2,-4,0,5,2,TRIPOD
1764868519.0022144,-3,0,2,1,1,-1,0,2,TRIPOD
1764868519.0090387,0,-3,-1,-2,-7,-4,-3,-4,TRIPOD
1764868519.024711,-3,5,4,1,3,-1,0,2,TRIPOD
1764868519.0315075,-1,-2,-2,-1,1,-3,-2,1,TRIPOD
1764868519.039049,0,-2,-9,-6,1,-4,-5,-5,TRIPOD
1764868519.048035,4,1,8,4,11,2,5,0,TRIPOD
1764868519.0622146,-2,-3,-3,-4,-9,-1,-1,-4,TRIPOD
1764868519.0689385,4,1,0,-1,3,0,-2,-1,TRIPOD
1764868519.0846894,-1,-1,2,-1,5,1,-1,-2,TRIPOD
1764868519.0914927,-1,-1,1,-3,-2,0,-1,-5,TRIPOD
1764868519.1078603,1,1,-2,-1,-4,1,0,-1,TRIPOD
1764868519.1221933,-3,-1,0,0,-4,4,-1,2,TRIPOD
1764868519.1289713,0,0,-1,1,1,0,-3,2,TRIPOD
1764868519.1446693,0,0,-4,-1,-9,-3,-4,-3,TRIPOD
1764868519.1590374,1,3,-1,3,11,4,-2,6,TRIPOD
1764868519.167972,0,-2,2,-6,-5,-1,-2,-4,TRIPOD
1764868519.182229,0,-7,1,-4,1,0,-1,1,TRIPOD
1764868519.1890295,1,1,-5,-3,3,-7,1,-5,TRIPOD
1764868519.20482,1,2,6,3,0,2,1,2,TRIPOD
1764868519.211596,-6,-1,-2,0,-4,0,-2,-4,TRIPOD
1764868519.227868,-2,1,-5,-1,-5,-6,-3,-2,TRIPOD
1764868519.242271,-3,2,-4,-5,-7,1,-3,-1,TRIPOD
1764868519.249054,-2,3,0,4,-3,-4,2,0,TRIPOD
1764868519.2647023,-1,-1,0,6,10,-4,-5,-3,TRIPOD
1764868519.2715068,-3,0,-8,-5,-5,0,1,2,TRIPOD
1764868519.287868,0,-8,-1,1,-5,-1,3,1,TRIPOD
1764868519.3021903,3,-2,1,1,2,1,2,1,TRIPOD
1764868519.3090136,1,-7,-6,-3,-2,-3,-2,0,TRIPOD
1764868519.3246899,-3,-1,0,1,0,-2,-1,-1,TRIPOD
1764868519.331577,-2,-6,0,-2,-5,-3,-2,3,TRIPOD
1764868519.3479772,-2,-1,-6,-5,-5,-6,-2,-1,TRIPOD
1764868519.3623288,3,-2,0,-4,4,1,-3,-4,TRIPOD
1764868519.369195,3,3,-1,-3,-5,1,0,-2,TRIPOD
1764868519.3847272,3,-5,0,-1,-5,0,-4,-1,TRIPOD
1764868519.391537,-3,-3,-1,-3,2,0,1,1,TRIPOD
1764868519.407788,-4,5,-3,-2,-7,1,-4,2,TRIPOD
1764868519.4222481,0,4,1,0,-3,1,3,3,TRIPOD
1764868519.4366205,-5,-5,-2,-4,-2,-3,-2,-3,TRIPOD
1764868519.4448466,0,-2,-2,1,-5,-5,-3,-4,TRIPOD
1764868519.4516196,3,3,1,4,1,0,3,2,TRIPOD
1764868519.4686162,-7,-5,-7,2,2,-1,3,-1,TRIPOD
1764868519.482227,1,-4,-3,-2,0,-1,4,5,TRIPOD
1764868519.4891503,-4,-4,-4,-4,-1,1,-3,-3,TRIPOD
1764868519.504698,2,1,1,1,6,4,0,1,TRIPOD
1764868519.5114934,2,0,1,-2,-1,-1,-3,2,TRIPOD
1764868519.527951,-3,-4,1,-3,-6,3,-2,-2,TRIPOD
1764868519.5421877,-1,-3,-2,-4,1,-4,-2,-7,TRIPOD
1764868519.5489633,-1,2,3,-2,-6,1,-2,-4,TRIPOD
1764868519.5646625,-3,-4,-3,-1,1,-2,0,2,TRIPOD
1764868519.5715232,0,1,1,0,-3,-2,-1,-1,TRIPOD
1764868519.5878932,0,3,-3,0,-2,-4,-3,-1,TRIPOD
1764868519.601492,1,3,6,2,6,1,3,0,TRIPOD
1764868519.6105404,-1,-10,-4,1,4,3,0,3,TRIPOD
1764868519.6247118,0,0,-3,1,-4,-1,-4,-1,TRIPOD
1764868519.631409,-2,-2,1,4,6,4,-2,-2,TRIPOD
1764868519.6478853,-1,-6,-2,-4,-3,-5,-6,2,TRIPOD
1764868519.6615694,3,4,-2,-1,-1,0,-1,1,TRIPOD
1764868519.670521,-3,0,-6,-1,-1,-7,-3,-2,TRIPOD
1764868519.6848018,-1,1,-4,-2,-2,-2,-3,-2,TRIPOD
1764868519.6914725,1,1,-6,-7,-12,-2,-3,2,TRIPOD
1764868519.7071412,0,5,-3,2,-1,3,0,-3,TRIPOD
1764868519.7297244,-3,-2,4,-1,3,-3,-2,-2,TRIPOD
1764868519.7521274,-5,-5,0,2,7,-4,-2,-6,TRIPOD
1764868519.7671497,-3,-4,3,1,-1,-1,-3,0,TRIPOD
1764868519.7897003,5,-1,-2,-4,-5,1,-1,0,TRIPOD
1764868519.80571,-4,2,-2,2,5,-1,3,1,TRIPOD
1764868519.8116632,0,-1,-2,0,-5,-2,-4,-4,TRIPOD
1764868519.827196,0,-2,1,1,-2,2,-1,3,TRIPOD
1764868519.8497293,-1,-3,-2,-7,-6,-3,-4,-3,TRIPOD
1764868519.8721766,2,-2,1,0,-1,-4,-1,2,TRIPOD
1764868519.8872015,2,0,3,2,1,3,-1,0,TRIPOD
1764868519.9096985,-3,-2,-1,-2,-2,3,2,-4,TRIPOD
1764868519.9255524,-4,-3,-5,-7,-4,-4,-3,-4,TRIPOD
1764868519.931526,-4,0,-1,1,3,3,0,1,TRIPOD
1764868519.946466,0,-1,-7,-3,-2,-4,-3,-3,TRIPOD
1764868519.9539568,-3,0,-2,0,5,0,3,-1,TRIPOD
1764868519.9696147,-2,-3,-3,-3,-6,2,0,-3,TRIPOD
1764868519.9855945,4,0,4,-2,5,-2,0,0,TRIPOD
1764868519.9915235,-4,-1,-7,-8,-4,-8,-4,-3,TRIPOD
1764868520.006544,0,2,0,3,1,-2,-1,0,TRIPOD
1764868520.0141864,0,-2,0,-2,-7,0,-4,-3,TRIPOD
1764868520.0296557,-5,-2,1,0,3,-4,0,-1,TRIPOD
1764868520.0455172,-1,-3,-2,-1,0,-3,-6,-1,TRIPOD
1764868520.051554,-1,-1,2,-4,-3,1,1,-1,TRIPOD
1764868520.0664966,0,-5,-2,3,1,-3,2,2,TRIPOD
1764868520.0739715,-1,-1,-3,-6,-6,-6,-1,-4,TRIPOD
1764868520.0896814,-1,1,5,1,6,4,2,2,TRIPOD
1764868520.1055307,2,-4,-3,0,3,2,2,0,TRIPOD
1764868520.1115212,-1,-3,2,-3,-4,-3,1,0,TRIPOD
1764868520.1266313,-2,-6,-3,0,-3,-4,-4,-2,TRIPOD
1764868520.134044,1,-1,-3,0,-1,5,-1,1,REST
1764868520.149617,-7,0,1,1,-8,2,-2,-4,REST
1764868520.1656206,-2,3,-1,-3,-3,-1,0,-3,REST
1764868520.1716754,-7,-5,-3,-1,6,-1,0,-2,REST
1764868520.186408,-1,3,-1,-1,8,-1,-2,2,REST
1764868520.1939547,1,-5,0,0,-4,-3,-6,-2,REST
1764868520.2098799,1,-3,0,0,-3,-3,3,1,REST
1764868520.22549,1,1,-3,-1,1,0,0,-1,REST
1764868520.2314312,2,3,5,-3,-2,3,3,-2,REST
1764868520.2470691,-1,-1,-3,-3,0,1,-3,1,REST
1764868520.2540307,1,-2,2,3,2,-3,-1,0,REST
1764868520.2700973,-6,0,0,0,-4,1,0,-4,REST
1764868520.2864757,2,4,6,4,3,0,-3,0,REST
1764868520.2922022,-2,-3,-8,-1,4,-1,-5,-1,REST
1764868520.3065715,1,-4,1,-3,-2,-1,2,-4,REST
1764868520.3140857,-4,0,0,0,0,-1,0,0,REST
1764868520.329666,-3,-1,-1,-5,-1,1,-1,-1,REST
1764868520.3455443,-1,0,-3,-5,-6,0,-4,-7,REST
1764868520.351572,2,-2,-4,0,4,5,0,1,REST
1764868520.366658,0,1,-4,1,-3,1,3,7,REST
1764868520.3740854,-4,-4,0,-5,2,-3,-6,-2,REST
1764868520.3896208,4,1,-3,6,15,2,0,-1,REST
1764868520.4054508,-7,-3,-8,-6,0,1,2,1,REST
1764868520.4114413,-1,-1,-5,2,-1,2,-2,1,REST
1764868520.4265947,1,0,-3,-1,-8,-5,-1,0,REST
1764868520.434237,3,4,0,7,9,1,4,3,REST
1764868520.4496777,-4,-3,1,0,-2,-2,-1,0,REST
1764868520.4654913,3,-3,0,-1,0,-4,-1,-4,REST
1764868520.4715216,-3,-1,0,-3,1,0,-2,2,REST
1764868520.486463,-4,-5,0,-1,6,5,2,-2,REST
1764868520.494025,0,3,-6,1,-4,-4,3,-4,REST
1764868520.5098834,-1,1,1,-5,-6,0,1,3,REST
1764868520.5254562,0,1,-1,0,-6,-2,-4,3,REST
1764868520.531417,-3,5,0,2,-2,0,0,4,REST
1764868520.5464702,0,4,3,-1,5,-2,0,0,REST
1764868520.5539954,2,0,2,-4,-1,-4,-3,-2,REST
1764868520.569734,0,2,-3,-3,-6,-2,-4,-5,REST
1764868520.585558,-2,4,3,-1,-2,4,0,3,REST
1764868520.5915282,-1,2,-1,0,-5,-3,-7,-1,REST
1764868520.6064813,-1,-1,0,-3,-5,-3,-1,-2,REST
1764868520.6140416,-4,-8,-2,-5,-2,0,3,0,REST
1764868520.6296175,2,-1,-4,-1,1,-1,-5,-3,REST
1764868520.6454618,5,-7,-3,-7,-6,-5,0,-3,REST
1764868520.6515207,3,0,1,1,0,0,0,1,REST
1764868520.6664598,-3,-4,4,0,-6,1,-2,-2,REST
1764868520.6740625,2,-2,-6,-5,-5,-1,4,-2,REST
1764868520.6895964,6,4,0,0,2,-1,-3,-2,REST
1764868520.7055478,-3,2,0,2,-2,1,-1,1,REST
1764868520.7115152,2,-5,3,-3,-2,2,1,0,REST
1764868520.7265153,-2,-2,-1,-7,-7,0,-2,-9,REST
1764868520.7340288,5,0,0,1,1,0,3,-2,REST
1764868520.749861,-5,-5,-7,-3,1,-2,0,1,REST
1764868520.7654598,0,-2,-2,-1,-1,-5,1,-2,REST
1764868520.7714963,-5,-5,0,-8,-9,-6,-3,-4,REST
1764868520.7864594,5,2,-1,4,6,-1,1,0,REST
1764868520.794095,-1,3,3,3,-1,-1,2,1,REST
1764868520.8099406,-2,-1,1,-4,2,1,2,-2,REST
1764868520.825623,-5,-6,0,-6,-2,-3,-1,-3,REST
1764868520.8315618,-2,-1,0,-3,-5,-2,0,2,REST
1764868520.8465002,-1,2,-1,2,-7,4,-6,-2,REST
1764868520.854016,1,2,2,2,1,3,2,-1,REST
1764868520.8697016,0,-3,-5,6,7,-2,-3,3,REST
1764868520.885674,1,-2,2,-6,-5,1,2,0,REST
1764868520.8916035,-3,-6,-6,-3,0,-3,1,-5,REST
1764868520.9066744,-1,-1,-1,2,1,-2,-1,1,REST
1764868520.9151366,0,3,4,4,7,4,4,-2,REST
1764868520.929018,-2,2,-5,-5,-4,1,0,1,REST
1764868520.9364915,1,2,-2,2,5,2,-5,2,REST
1764868520.9522076,-1,0,1,1,0,-4,0,-5,REST
1764868520.9665313,-1,2,-3,1,-1,-3,-8,1,REST
1764868520.9741833,-1,-1,-3,0,0,-2,-5,-4,REST
1764868520.989154,4,4,6,4,3,5,-1,2,REST
1764868520.9965296,-3,0,-1,3,3,-2,-2,-2,REST
1764868521.0122066,-6,0,-2,-7,-7,-1,-4,-3,REST
1764868521.0266063,-3,-5,-6,-3,-9,-4,-1,-3,REST
1764868521.0342364,-1,-3,2,0,-4,-4,-1,0,REST
1764868521.0491545,0,-5,-3,3,6,1,-2,0,REST
1764868521.0565338,-4,-3,-3,-4,0,-2,-4,-2,REST
1764868521.0722272,-1,3,-1,-8,-8,-3,3,2,REST
1764868521.0865543,-3,0,1,-1,3,1,-1,-2,REST
1764868521.09405,-2,-1,-5,2,0,-6,3,-4,REST
1764868521.1090553,-3,-6,-1,0,3,0,3,1,REST
1764868521.1165648,1,1,3,6,4,3,2,-2,REST
1764868521.132217,-4,-6,-2,-1,-5,-2,0,-3,REST
1764868521.1464844,1,-3,-2,-4,-3,-1,-2,-3,REST
1764868521.154035,0,0,-1,-7,-8,-1,1,0,REST
1764868521.1690474,1,0,-1,1,-1,2,-2,4,REST
1764868521.176451,-11,-5,-4,-4,-2,-6,-4,-2,REST
1764868521.1921976,0,2,3,6,9,-5,3,3,REST
1764868521.2080553,1,-1,0,-4,-7,0,0,-1,REST
1764868521.2140863,3,-1,0,3,0,1,1,1,REST
1764868521.2290087,-4,-2,-10,-5,-6,-7,-2,-3,REST
1764868521.236591,-2,-2,2,-2,-9,-3,-2,-1,REST
1764868521.2522638,1,3,0,-1,5,0,-4,4,REST
1764868521.2681744,2,1,0,4,4,1,4,0,REST
1764868521.2741773,-4,0,0,-5,-3,1,-4,0,REST
1764868521.2891753,1,-3,0,2,1,3,3,0,REST
1764868521.2965634,-1,-3,-5,-3,-5,1,-3,2,REST
1764868521.3122635,0,0,-3,-5,-3,-3,-3,-5,REST
1764868521.328212,1,1,2,1,-5,-4,0,-3,REST
1764868521.3340454,6,-2,3,-2,-2,-1,1,-4,REST
1764868521.3491821,-4,0,-1,-5,-5,-5,5,-3,REST
1764868521.3565688,-1,-6,0,-1,0,5,-3,0,REST
1764868521.3796644,-1,-3,1,0,0,1,-3,-1,REST
1764868521.3880055,0,-3,1,4,5,0,-1,3,REST
1764868521.3941681,-4,1,1,-3,-3,3,-3,-4,REST
1764868521.4172647,-5,1,-2,-4,-1,-2,-2,-4,REST
1764868521.4323282,2,-1,0,-1,-6,-2,-2,1,REST
1764868521.4480803,-2,2,0,1,-4,0,-4,0,REST
1764868521.454102,0,-4,-4,-5,-7,-6,-3,0,REST
1764868521.4690702,1,2,0,-2,-2,0,1,-1,REST
1764868521.4766932,-7,-2,-5,-6,-3,-2,2,-2,REST
1764868521.4922788,2,2,-1,1,3,0,-3,1,REST
1764868521.507993,-4,-1,-5,-4,-1,4,1,-3,REST
1764868521.5140946,2,0,4,1,-7,3,0,3,REST
1764868521.5372875,2,-4,-4,-4,-5,-3,-1,2,REST
1764868521.5522127,-4,1,0,0,-4,-5,-5,-4,REST
1764868521.5680914,-1,6,2,4,5,1,0,0,REST
1764868521.5741558,1,-6,-9,-2,-6,-3,-4,-1,REST
1764868521.5890803,2,-3,-3,-2,3,-2,1,0,REST
1764868521.5964794,0,-3,2,-2,1,0,-1,1,REST
1764868521.6122,-6,-6,-1,-5,1,-2,-1,-2,REST
1764868521.6280825,0,-5,-4,-4,-7,-4,-2,-3,REST
1764868521.6342268,-1,-2,-3,-2,0,-1,2,-2,REST
1764868521.6492221,0,-2,-5,-2,-2,-2,-2,3,REST
1764868521.6566205,-5,0,-2,-2,-3,-1,2,2,REST
1764868521.6721795,4,-1,2,-2,-2,2,4,0,REST
1764868521.6879585,-2,3,-2,-5,-8,1,2,1,REST
1764868521.694005,2,3,4,0,-3,1,0,-2,REST
1764868521.7090385,-1,-3,-1,2,2,-2,1,-3,REST
1764868521.716522,3,2,-1,-4,2,1,1,1,REST
1764868521.732365,-4,-6,1,-5,0,-1,-7,-4,REST
1764868521.748091,-5,-5,-2,-4,-1,3,2,0,REST
1764868521.7540815,-2,1,2,0,-6,-8,-2,-3,REST
1764868521.769115,2,4,2,7,3,4,0,-1,REST
1764868521.776581,-1,-2,-2,-4,-4,-2,0,2,REST
1764868521.7922084,0,-2,2,-3,-8,-3,1,1,REST
1764868521.8082924,0,-4,2,-5,-4,-2,-3,-4,REST
1764868521.8140838,0,6,6,3,6,4,1,0,REST
1764868521.8291037,-3,-1,-3,1,-1,-1,-4,-1,REST
1764868521.8366196,-2,1,-5,1,6,-1,-2,-3,REST
1764868521.8515592,-5,3,-6,-5,-7,-6,2,-3,REST
1764868521.859057,-4,-5,-5,-9,-11,-3,-3,-5,REST
1764868521.868051,1,3,4,2,4,0,2,0,REST
1764868521.8739727,-5,-2,-4,-3,-1,-1,4,-2,REST
1764868521.8889668,-1,2,1,-2,-2,-2,1,-5,REST
1764868521.8964467,3,-4,2,1,-8,-2,0,0,REST
1764868521.9115365,2,-6,-11,0,4,0,0,-4,REST
1764868521.9190755,4,2,1,5,1,-1,2,3,REST
1764868521.934766,2,-2,1,-3,-9,-2,-3,-4,REST
1764868521.948977,-1,-4,0,-4,1,1,-2,-1,REST
1764868521.956582,-4,-4,-2,-2,-7,1,-3,-3,REST
1764868521.9715056,-4,1,-2,2,-3,1,0,2,REST
1764868521.9790726,-1,-4,-2,-3,-2,-2,-1,-2,REST
1764868521.9946806,1,2,2,-1,-4,-3,-2,2,REST
1764868522.009031,-5,-7,-1,-3,-7,-2,-3,-3,REST
1764868522.0165446,-2,2,2,0,-1,4,0,4,REST
1764868522.0315318,-1,-4,-4,2,2,0,-4,1,REST
1764868522.0390644,-3,1,-6,-1,3,-3,3,0,REST
